"unique_id","date_of_bite","species","breed","age","gender","spay_neuter","borough","zip_code","year","address","lat","long"
8576,2018-06-25,"DOG","MIXED BREED",NA,"U",FALSE,"Queens","11356",2018,"11356 Queens New York, USA",40.7859742804839,-73.844753369866
8577,2018-06-23,"DOG","Pit Bull","1","M",FALSE,"Queens","11691",2018,"11691 Queens New York, USA",40.6015466168774,-73.7576690296824
8578,2018-06-23,"DOG","Yorkshire Terrier",NA,"U",FALSE,"Queens","11421",2018,"11421 Queens New York, USA",40.6910488625114,-73.8577829040738
8579,2018-06-26,"DOG","Havanese","6","M",TRUE,"Queens","11434",2018,"11434 Queens New York, USA",40.677346111382,-73.7794784470425
8580,2018-06-27,"DOG","Rottweiler","4","M",FALSE,"Queens","11385",2018,"11385 Queens New York, USA",40.7039098646973,-73.8925728272779
8581,2018-06-27,"DOG","Shiba Inu","2","F",TRUE,"Queens","11364",2018,"11364 Queens New York, USA",40.7468700179413,-73.759505532842
8582,2018-06-15,"DOG","American Pit Bull Mix / Pit Bull Mix","2","M",TRUE,"Queens","11420",2018,"11420 Queens New York, USA",40.675381195899,-73.8150708914465
8583,2018-06-18,"DOG","Pit Bull","1","F",FALSE,"Queens","11377",2018,"11377 Queens New York, USA",40.7448179286266,-73.9043849878731
8584,2018-06-21,"DOG","Poodle, Standard",NA,"U",FALSE,"Queens","11361",2018,"11361 Queens New York, USA",40.7633426297976,-73.7742725726029
8585,2018-06-26,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11365",2018,"11365 Queens New York, USA",40.7387437358211,-73.7932797307975
8587,2018-06-30,"DOG","Pit Bull","1","M",FALSE,"Queens","11368",2018,"11368 Queens New York, USA",40.7480741704868,-73.8606222545723
8588,2018-07-01,"DOG","YORKIE / BICHON FRISE MIX","11M","M",TRUE,"Queens","11360",2018,"11360 Queens New York, USA",40.7798776752629,-73.7822250947703
8589,2018-06-29,"DOG","MIXED BREED","2","M",FALSE,"Queens","11372",2018,"11372 Queens New York, USA",40.7514429904614,-73.883201182621
8590,2018-06-29,"DOG","UNKNOWN",NA,"U",FALSE,"Queens","11427",2018,"11427 Queens New York, USA",40.7282255826938,-73.7486433246426
8591,2018-06-30,"DOG","American Pit Bull Mix / Pit Bull Mix","5","F",TRUE,"Queens","11433",2018,"11433 Queens New York, USA",40.6972484621724,-73.7869127277119
8592,2018-06-30,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11106",2018,"11106 Queens New York, USA",40.7612374091224,-73.9295764110696
8593,2018-07-01,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11367",2018,"11367 Queens New York, USA",40.7287981351193,-73.8210548240082
8595,2018-07-02,"DOG","German Shepherd","2","M",FALSE,"Queens","11365",2018,"11365 Queens New York, USA",40.7387437358211,-73.7932797307975
8596,2018-07-02,"DOG","MIXED BREED",NA,"U",FALSE,"Queens","11379",2018,"11379 Queens New York, USA",40.7190010906953,-73.87953956306
8597,2018-07-02,"DOG","Maltese","9","M",TRUE,"Queens","11373",2018,"11373 Queens New York, USA",40.7397822779623,-73.8785793906172
8598,2018-06-27,"DOG","UNKNOWN",NA,"U",FALSE,"Queens","11413",2018,"11413 Queens New York, USA",40.6731204549014,-73.7496611172739
8599,2018-07-02,"DOG","Saint Bernard","2","F",TRUE,"Queens","11435",2018,"11435 Queens New York, USA",40.6996080388092,-73.8084170501024
8600,2018-07-04,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11411",2018,"11411 Queens New York, USA",40.694612609548,-73.7366697799782
8601,2018-07-01,"DOG","UNKNOWN",NA,"U",FALSE,"Queens","11356",2018,"11356 Queens New York, USA",40.7859742804839,-73.844753369866
8602,2018-07-03,"DOG","UNKNOWN",NA,"U",FALSE,"Queens","11356",2018,"11356 Queens New York, USA",40.7859742804839,-73.844753369866
8603,2018-07-04,"DOG","Rottweiler","3","M",TRUE,"Queens","11420",2018,"11420 Queens New York, USA",40.675381195899,-73.8150708914465
8604,2018-07-04,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11101",2018,"11101 Queens New York, USA",40.7484537874023,-73.9388229837098
8605,2018-07-04,"DOG","Bull Dog, English","1","M",TRUE,"Queens","11379",2018,"11379 Queens New York, USA",40.7190010906953,-73.87953956306
8606,2018-07-01,"DOG","MASTIFF",NA,"U",FALSE,"Queens","11379",2018,"11379 Queens New York, USA",40.7190010906953,-73.87953956306
8607,2018-06-30,"DOG","Maltese","1","F",FALSE,"Queens","11368",2018,"11368 Queens New York, USA",40.7480741704868,-73.8606222545723
8608,2018-07-05,"DOG","MIXED BREED",NA,"M",FALSE,"Queens","11411",2018,"11411 Queens New York, USA",40.694612609548,-73.7366697799782
8609,2018-07-05,"DOG","MIXED BREED",NA,"M",FALSE,"Queens","11411",2018,"11411 Queens New York, USA",40.694612609548,-73.7366697799782
8610,2018-07-05,"DOG","UNKNOWN",NA,"U",FALSE,"Queens","11412",2018,"11412 Queens New York, USA",40.6978841605023,-73.7581213082323
8612,2018-07-05,"DOG","MIXED BREED",NA,"U",FALSE,"Queens","11365",2018,"11365 Queens New York, USA",40.7387437358211,-73.7932797307975
8613,2018-07-06,"DOG","AMERICAN ESKIMO MIX","3","M",TRUE,"Queens","11435",2018,"11435 Queens New York, USA",40.6996080388092,-73.8084170501024
8614,2018-07-05,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11691",2018,"11691 Queens New York, USA",40.6015466168774,-73.7576690296824
8615,2018-07-07,"DOG","Shih Tzu","10","F",FALSE,"Queens","11362",2018,"11362 Queens New York, USA",40.7601605254077,-73.7338955262661
8616,2018-07-05,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11372",2018,"11372 Queens New York, USA",40.7514429904614,-73.883201182621
8617,2018-07-05,"DOG","MALTIPOO MIX","5","M",TRUE,"Queens","11005",2018,"11005 Queens New York, USA",40.7528136329114,-73.7139306911392
8618,2018-07-06,"DOG","Pug","4","M",TRUE,"Queens","11105",2018,"11105 Queens New York, USA",40.7756948222476,-73.9094551349209
8619,2018-07-06,"DOG","GERMAN SHEPARD MIX","3","M",TRUE,"Queens","11435",2018,"11435 Queens New York, USA",40.6996080388092,-73.8084170501024
8620,2018-07-07,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11691",2018,"11691 Queens New York, USA",40.6015466168774,-73.7576690296824
8622,2018-06-12,"DOG","Schnauzer, Miniature","3","M",TRUE,"Queens","11375",2018,"11375 Queens New York, USA",40.7194096215148,-73.8478887929016
8623,2018-07-12,"DOG","MIXED BREED","10","M",FALSE,"Queens","11101",2018,"11101 Queens New York, USA",40.7484537874023,-73.9388229837098
8624,2018-07-11,"DOG","Pit Bull","9","M",TRUE,"Queens","11423",2018,"11423 Queens New York, USA",40.7147939432765,-73.7676713355829
8626,2018-07-12,"DOG","Golden Retriever","7M","F",FALSE,"Queens","11357",2018,"11357 Queens New York, USA",40.7851121939725,-73.8104846891973
8627,2018-07-10,"DOG","Pit Bull",NA,"U",FALSE,"Queens","11435",2018,"11435 Queens New York, USA",40.6996080388092,-73.8084170501024
8630,2018-07-13,"DOG","UNKNOWN",NA,"U",FALSE,"Queens","11385",2018,"11385 Queens New York, USA",40.7039098646973,-73.8925728272779
